-0.02238681	-1.2940096	-0.38902584	0.23620139	0.6141556	-0.80088603	0.041646563	-0.19912982	0.30275172	0.8122305	0.17271687	-0.2354541	-0.54840326	-0.006241291	-1.9711659	-0.011072147
-0.3464007	-1.0880567	0.69837403	0.29197755	0.40271243	-0.54406106	-0.002590455	-0.036114503	0.3886771	0.1408098	-0.6334712	0.35878608	0.35708475	-0.37650964	-0.8626449	0.028104207
-0.588935	-0.45746595	-0.6278901	-0.31459928	0.61119723	-0.44796464	-0.45965537	-0.18216361	-0.04240829	0.07707313	-0.19418526	-0.18963934	0.4048122	0.12160341	-0.081564836	-0.2945698
0.22761951	-0.037437797	-0.21359062	0.26177353	-0.101824485	-0.16889809	0.15797304	-0.22474404	0.087768115	0.028379936	0.13437562	-0.10009013	-0.12306878	0.04205016	-0.31350085	0.022604367
0.086920194	-0.45593575	0.16735974	-0.7939203	0.082246885	-0.056806717	-0.21050522	0.10828684	0.21479699	-0.18389551	0.58470064	-0.51469207	-0.38811225	0.45110765	0.10695641	-0.28123397
-1.67474	0.11853762	-1.7573665	-0.4032489	1.6315304	-0.46896043	-0.85114473	-0.10943217	-1.0319188	0.18851274	-0.62477666	-0.096601024	0.99898344	-0.02273929	0.25338903	-0.38151452
-0.22123782	-0.31399173	0.113206886	-0.3331339	0.35364422	-0.066935554	-0.12447983	0.21367289	-0.08500385	0.18376014	-0.0043408168	0.03067653	-0.012336455	0.0017148107	-0.20623867	-0.08301433
0.41917887	0.4926131	-0.4925432	-0.46432886	-0.15193263	0.4601499	0.13594072	0.35792443	-0.56008005	0.31742463	0.8911245	-0.33339432	-0.6927349	0.29041037	0.029868469	0.12218026
0.006210392	0.3707808	-0.555681	0.23242061	0.002586641	0.10758168	0.12729487	0.0045899386	-0.2770268	0.27723995	0.10989455	-0.032744646	-0.09146968	-0.057351027	-0.2393535	0.1920709
-0.19000939	1.065268	-0.7387196	1.3760663	0.00499521	0.24877048	0.82386607	-0.17362106	-0.65130615	0.95467067	-0.5028448	0.79569	0.14702432	-0.82582796	-1.0457556	1.0315305
-0.19611065	-0.08536396	-0.1590274	0.24118592	0.17203993	-0.14593185	0.06099939	-0.127447	-0.010798874	0.25932962	-0.27763247	0.17588034	0.2442891	-0.14436094	-0.41570306	0.07730536
-0.046653003	-0.35480773	0.4044534	-0.39763203	0.28260413	0.06622484	-0.016716532	0.39783213	-0.08767245	0.21084206	0.066340186	0.1130456	-0.26446617	-0.07919043	-0.28280702	0.096768245
1.1115261	0.100521505	0.39304295	-0.46683744	-0.8804946	0.4543048	0.53000796	0.22843793	0.22566149	-0.085289046	1.4510105	-0.6848443	-1.1366868	0.61413515	-0.0839371	0.12665032
